Frame,FrameTime(ms),ThreadName,SampleName,TotalTime(ms),SelfTime(ms),GCAlloc(bytes),CallCount
984,1.319,Main Thread (),PlayerLoop,0.599,0.000,0,3
984,1.319,Main Thread (),  RenderPlayModeViewCameras,0.548,0.004,0,1
984,1.319,Main Thread (),    UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.DoRenderLoop_Internal() [Invoke],0.534,0.005,0,1
984,1.319,Main Thread (),      Inl_UniversalRenderTotal,0.529,0.005,0,1
984,1.319,Main Thread (),        Inl_RenderCameraStack,0.523,0.015,0,1
984,1.319,Main Thread (),          Inl_UniversalRenderPipeline.RenderSingleCameraInternal: Main Camera,0.385,0.022,0,1
984,1.319,Main Thread (),          Inl_ScriptableRenderContext.Submit,0.100,0.012,0,1
984,1.319,Main Thread (),          Inl_UpdateVolumeFramework,0.009,0.001,0,1
984,1.319,Main Thread (),          Inl_UniversalRenderPipeline.CreateCameraData,0.005,0.003,0,1
984,1.319,Main Thread (),          Inl_RenderPipeline.EndCameraRendering,0.004,0.001,0,1
984,1.319,Main Thread (),          Inl_UniversalRenderPipeline.InitializeAdditionalCameraData,0.004,0.004,0,1
984,1.319,Main Thread (),          Inl_RenderPipeline.BeginCameraRendering,0.000,0.000,0,1
984,1.319,Main Thread (),        Inl_UniversalRenderPipeline.SetupPerFrameShaderConstants,0.001,0.001,0,1
984,1.319,Main Thread (),        Inl_RenderPipeline.EndContextRendering,0.000,0.000,0,1
984,1.319,Main Thread (),        Inl_RenderPipeline.BeginContextRendering,0.000,0.000,0,1
984,1.319,Main Thread (),    PlayerEndOfFrame,0.007,0.000,0,1
984,1.319,Main Thread (),      Profiler.ScreenshotUpdate,0.007,0.002,0,1
984,1.319,Main Thread (),        Profiler.FrameMetadata,0.005,0.005,0,3
984,1.319,Main Thread (),      CoroutinesDelayedCalls,0.000,0.000,0,1
984,1.319,Main Thread (),      FrameEvents.XREndFrame,0.000,0.000,0,1
984,1.319,Main Thread (),    DestroyCullResults,0.002,0.001,0,1
984,1.319,Main Thread (),      RenderLoop.CleanupNodeQueue,0.000,0.000,0,2
984,1.319,Main Thread (),    FrameEvents.OnBeforeRenderCallback,0.001,0.000,0,1
984,1.319,Main Thread (),      UnityEngine.CoreModule.dll!UnityEngine::Application.InvokeOnBeforeRender() [Invoke],0.000,0.000,0,1
984,1.319,Main Thread (),    FrameEvents.NewInputBeforeRenderUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.ShouldRunUpdate() [Invoke],0.000,0.000,0,1
984,1.319,Main Thread (),    UnityEngine.CoreModule.dll!UnityEngine.Rendering::SupportedRenderingFeatures.IsUIOverlayRenderedBySRP() [Invoke],0.000,0.000,0,1
984,1.319,Main Thread (),    Gfx.EndAsyncJobFrame,0.000,0.000,0,1
984,1.319,Main Thread (),      WaitForRenderJobs,0.000,0.000,0,1
984,1.319,Main Thread (),    Camera.Render,0.000,0.000,0,1
984,1.319,Main Thread (),    FrameEvents.XRBeginFrame,0.000,0.000,0,1
984,1.319,Main Thread (),    beforeCameraRender.Invoke,0.000,0.000,0,1
984,1.319,Main Thread (),    UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.HandleRenderPipelineChange() [Invoke],0.000,0.000,0,1
984,1.319,Main Thread (),    UGUI.Rendering.EmitWorldScreenspaceCameraGeometry,0.000,0.000,0,1
984,1.319,Main Thread (),  UpdateScene,0.050,0.008,0,1
984,1.319,Main Thread (),    EarlyUpdate.PollPlayerConnection,0.006,0.000,0,1
984,1.319,Main Thread (),      PlayerConnection.Poll,0.005,0.000,0,1
984,1.319,Main Thread (),        EditorConnection.PollAllCustomMessages,0.004,0.004,0,1
984,1.319,Main Thread (),        EditorConnection.CheckForIncomingConnections,0.001,0.001,0,1
984,1.319,Main Thread (),        GeneralConnection.Poll,0.000,0.000,0,1
984,1.319,Main Thread (),          Connections.Process,0.000,0.000,0,1
984,1.319,Main Thread (),          Connections.Poll,0.000,0.000,0,1
984,1.319,Main Thread (),        EditorConnection.RefreshObservablePlayerList,0.000,0.000,0,1
984,1.319,Main Thread (),    UnityEngine.IMGUIModule.dll!UnityEngine::GUIUtility.SetSkin() [Invoke],0.004,0.002,0,1
984,1.319,Main Thread (),      EditorResources.Load,0.002,0.001,0,1
984,1.319,Main Thread (),        AssetDatabase.GetAssetPathToGUIDV2,0.002,0.002,0,2
984,1.319,Main Thread (),    PostLateUpdate.UpdateAudio,0.004,0.000,0,1
984,1.319,Main Thread (),      AudioManager.Update,0.004,0.003,0,1
984,1.319,Main Thread (),        Audio.FMODSystemUpdate,0.001,0.001,0,1
984,1.319,Main Thread (),          Audibility computation,0.001,0.001,0,1
984,1.319,Main Thread (),      SoundManager.Update,0.000,0.000,0,1
984,1.319,Main Thread (),    Update.ScriptRunBehaviourUpdate,0.003,0.000,0,1
984,1.319,Main Thread (),      BehaviourUpdate,0.003,0.001,0,1
984,1.319,Main Thread (),        Assembly-CSharp.dll!::OrbitCamera.Update() [Invoke],0.002,0.002,0,1
984,1.319,Main Thread (),        Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::Volume.Update() [Invoke],0.001,0.001,0,1
984,1.319,Main Thread (),    PreUpdate.NewInputUpdate,0.003,0.000,0,1
984,1.319,Main Thread (),      UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.NotifyBeforeUpdate() [Invoke],0.002,0.002,0,1
984,1.319,Main Thread (),      UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.NotifyUpdate() [Invoke],0.001,0.000,0,1
984,1.319,Main Thread (),        InputUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.ShouldRunUpdate() [Invoke],0.000,0.000,0,1
984,1.319,Main Thread (),    PreLateUpdate.UIElementsUpdatePanels,0.002,0.000,0,1
984,1.319,Main Thread (),      UnityEngine.UIElementsModule.dll!UnityEngine.UIElements::UIElementsRuntimeUtilityNative.UpdatePanels() [Invoke],0.002,0.001,0,1
984,1.319,Main Thread (),        UIElements.PreUpdatePanelRenderers,0.000,0.000,0,1
984,1.319,Main Thread (),        UIElements.CollectLayoutNodes,0.000,0.000,0,1
984,1.319,Main Thread (),        UIR.Free,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.MemoryFrameMaintenance,0.002,0.002,0,1
984,1.319,Main Thread (),    TimeUpdate.WaitForLastPresentationAndUpdateTime,0.002,0.001,0,1
984,1.319,Main Thread (),      GarbageCollector.CollectIncremental,0.001,0.001,0,1
984,1.319,Main Thread (),      TimeManager.Update,0.000,0.000,0,1
984,1.319,Main Thread (),    InputSystemPlayerLoopRunnerInitializationSystem,0.001,0.000,0,1
984,1.319,Main Thread (),      UnityEngine.CoreModule.dll!::UpdateFunction.Invoke() [Invoke],0.001,0.001,0,1
984,1.319,Main Thread (),    PreLateUpdate.ParticleSystemBeginUpdateAll,0.001,0.000,0,1
984,1.319,Main Thread (),      ParticleSystem.Update,0.001,0.001,0,1
984,1.319,Main Thread (),        PrepareUpdateRendererBoundingVolumes,0.000,0.000,0,1
984,1.319,Main Thread (),        FinalizeUpdateRendererBoundingVolumes,0.000,0.000,0,1
984,1.319,Main Thread (),        ParticleSystem.EndUpdateAll,0.000,0.000,0,1
984,1.319,Main Thread (),        ParticleSystem.WaitForPreviousRenderingToFinish,0.000,0.000,0,1
984,1.319,Main Thread (),        UpdateRendererBoundingVolumes,0.000,0.000,0,1
984,1.319,Main Thread (),        TransformChangeSystem,0.000,0.000,0,1
984,1.319,Main Thread (),    Update.ScriptRunDelayedTasks,0.001,0.000,0,1
984,1.319,Main Thread (),      UnityEngine.CoreModule.dll!UnityEngine::UnitySynchronizationContext.ExecuteTasks() [Invoke],0.001,0.001,0,1
984,1.319,Main Thread (),    EarlyUpdate.InsightsUpdate,0.001,0.001,0,1
984,1.319,Main Thread (),    UnityEngine.CoreModule.dll!UnityEngine.Experimental.Rendering::ScriptableRuntimeReflectionSystemWrapper.Internal_ScriptableRuntimeReflectionSystemWrapper_TickRealtimeProbes() [Invoke],0.001,0.000,0,1
984,1.319,Main Thread (),      ReflectionProbes.Update,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.ExecuteMainThreadJobs,0.001,0.000,0,1
984,1.319,Main Thread (),      JobDebuggerFrameMaintenance,0.001,0.001,0,1
984,1.319,Main Thread (),    PostLateUpdate.PlayerUpdateCanvases,0.001,0.000,0,1
984,1.319,Main Thread (),      UIEvents.WillRenderCanvases,0.001,0.000,0,1
984,1.319,Main Thread (),        UGUI.Rendering.UpdateBatches,0.000,0.000,0,1
984,1.319,Main Thread (),          UnityEngine.UIModule.dll!UnityEngine::Canvas.SendWillRenderCanvases() [Invoke],0.000,0.000,0,1
984,1.319,Main Thread (),          UnityEngine.UIModule.dll!UnityEngine::Canvas.SendPreWillRenderCanvases() [Invoke],0.000,0.000,0,1
984,1.319,Main Thread (),      UIEvents.UpdateCanvasRectTransform,0.000,0.000,0,1
984,1.319,Main Thread (),      UIEvents.AlignCanvasRectTransformWithCamera,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.ProcessRemoteInput,0.001,0.000,0,1
984,1.319,Main Thread (),      ProcessRemoteInput,0.001,0.001,0,1
984,1.319,Main Thread (),        Send messages,0.000,0.000,0,1
984,1.319,Main Thread (),    Initialization.DirectorSampleTime,0.000,0.000,0,1
984,1.319,Main Thread (),      Director.SampleTime,0.000,0.000,0,1
984,1.319,Main Thread (),    PreLateUpdate.AccessibilityUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      UnityEngine.AccessibilityModule.dll!UnityEngine.Accessibility::AccessibilityManager.Internal_Update() [Invoke],0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.UpdateAllRenderers,0.000,0.000,0,1
984,1.319,Main Thread (),      Update Lights,0.000,0.000,0,1
984,1.319,Main Thread (),        TransformChangeSystem,0.000,0.000,0,1
984,1.319,Main Thread (),      Renderers.OncePerFrameUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),        SkinnedMeshOncePerFrameUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      PrepareUpdateRendererBoundingVolumes,0.000,0.000,0,1
984,1.319,Main Thread (),      ParticleSystem.EndUpdateAll,0.000,0.000,0,1
984,1.319,Main Thread (),    PreUpdate.AIUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      UnityEngine.AIModule.dll!UnityEngine.AI::NavMesh.Internal_CallOnNavMeshPreUpdate() [Invoke],0.000,0.000,0,1
984,1.319,Main Thread (),    PreUpdate.PhysicsUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      Physics.Interpolation,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.AnalyticsCoreStatsUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.PhysicsCore2DEarlyUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      PhysicsCore2D.DrawWorld.UpdateLifetimes,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.UpdatePreloading,0.000,0.000,0,1
984,1.319,Main Thread (),      Loading.UpdatePreloading,0.000,0.000,0,1
984,1.319,Main Thread (),        UpdatePreloading,0.000,0.000,0,1
984,1.319,Main Thread (),          Application.Integrate Assets in Background,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.UpdateCustomRenderTextures,0.000,0.000,0,1
984,1.319,Main Thread (),      CustomRenderTextures.Update,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.PlayerCleanupCachedData,0.000,0.000,0,1
984,1.319,Main Thread (),      Cleanup Unused Cached Data,0.000,0.000,0,1
984,1.319,Main Thread (),        PlayerCleanupCachedData,0.000,0.000,0,1
984,1.319,Main Thread (),          CleanUp.TextRenderingGarbageCollect,0.000,0.000,0,1
984,1.319,Main Thread (),          RenderTexture.GarbageCollectTemporary,0.000,0.000,0,1
984,1.319,Main Thread (),    PreUpdate.InputForUIUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      UnityEngine.InputForUIModule.dll!UnityEngine.InputForUI::EventProvider.NotifyUpdate() [Invoke],0.000,0.000,0,1
984,1.319,Main Thread (),    PreUpdate.PhysicsCore2DUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      PhysicsCore2D.PhysicsWorld.ProcessTransformWriteTweens,0.000,0.000,0,1
984,1.319,Main Thread (),        PhysicsCore2D.PhysicsWorld.WriteTransformTweens,0.000,0.000,0,1
984,1.319,Main Thread (),    PreUpdate.WindUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      SpeedTreeWindManager.Update,0.000,0.000,0,1
984,1.319,Main Thread (),        SpeedTreeWindManager.UpdateGlobalAndLocalWinds,0.000,0.000,0,1
984,1.319,Main Thread (),    PreLateUpdate.ScriptRunBehaviourLateUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      LateBehaviourUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),    PreLateUpdate.Physics2DLateUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      Physics2D.CollectProfileInfo,0.000,0.000,0,1
984,1.319,Main Thread (),    PreLateUpdate.EndGraphicsJobsAfterScriptUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      EndGraphicsJobs,0.000,0.000,0,1
984,1.319,Main Thread (),        Gfx.EndAsyncJobFrame,0.000,0.000,0,1
984,1.319,Main Thread (),          WaitForRenderJobs,0.000,0.000,0,1
984,1.319,Main Thread (),    Update.DirectorUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      Director.ProcessFrame,0.000,0.000,0,1
984,1.319,Main Thread (),      Director.PrepareFrame,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.AccessibilityLateUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      UnityEngine.AccessibilityModule.dll!UnityEngine.Accessibility::AccessibilityManager.Internal_LateUpdate() [Invoke],0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.PhysicsSkinnedClothBeginUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      ClothManager.LateUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),        ClothScene.Update,0.000,0.000,0,1
984,1.319,Main Thread (),    PreLateUpdate.ConstraintManagerUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      ConstraintManager::Update,0.000,0.000,0,1
984,1.319,Main Thread (),        ConstraintManager::Update::JobSetup,0.000,0.000,0,1
984,1.319,Main Thread (),    UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.HandleRenderPipelineChange() [Invoke],0.000,0.000,0,1
984,1.319,Main Thread (),    UnityEngine.CoreModule.dll!UnityEngine.Rendering::OnDemandRendering.GetRenderFrameInterval() [Invoke],0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.DispatchEventQueueEvents,0.000,0.000,0,1
984,1.319,Main Thread (),      GlobalEventQueue,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.UpdateRectTransform,0.000,0.000,0,1
984,1.319,Main Thread (),      TransformChangeSystem,0.000,0.000,0,2
984,1.319,Main Thread (),    EarlyUpdate.RendererNotifyInvisible,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.ClearLines,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.UpdateVideoTextures,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.UpdateAllSkinnedMeshes,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.ParticleSystemEndUpdateAll,0.000,0.000,0,1
984,1.319,Main Thread (),      ParticleSystem.EndUpdateAll,0.000,0.000,0,1
984,1.319,Main Thread (),    PreUpdate.IMGUISendQueuedEvents,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.Physics2DEarlyUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.ScriptRunDelayedStartupFrame,0.000,0.000,0,1
984,1.319,Main Thread (),      CoroutinesDelayedCalls,0.000,0.000,0,1
984,1.319,Main Thread (),    Initialization.AsyncUploadTimeSlicedUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),    Gfx.EndAsyncJobFrame,0.000,0.000,0,1
984,1.319,Main Thread (),      WaitForRenderJobs,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.PhysicsSkinnedClothFinishUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      ClothManager.UploadSimulatedSkinData,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.DirectorRenderImage,0.000,0.000,0,1
984,1.319,Main Thread (),      Director.PrepareFrame,0.000,0.000,0,1
984,1.319,Main Thread (),      Director.ProcessFrame,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.DirectorLateUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      Director.ProcessFrame,0.000,0.000,0,1
984,1.319,Main Thread (),      Director.PrepareFrame,0.000,0.000,0,1
984,1.319,Main Thread (),    Update.ScriptRunDelayedDynamicFrameRate,0.000,0.000,0,1
984,1.319,Main Thread (),      CoroutinesDelayedCalls,0.000,0.000,0,1
984,1.319,Main Thread (),    PreUpdate.UpdateVideo,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.XRUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.ClearIntermediateRenderers,0.000,0.000,0,1
984,1.319,Main Thread (),    Initialization.UpdateCameraMotionVectors,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.VFXUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),    PreLateUpdate.PhysicsCore2DLateUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      PhysicsCore2D.PhysicsWorld.SimulateBatch,0.000,0.000,0,1
984,1.319,Main Thread (),    PreLateUpdate.DirectorDeferredEvaluate,0.000,0.000,0,1
984,1.319,Main Thread (),    PreLateUpdate.AIUpdatePostScript,0.000,0.000,0,1
984,1.319,Main Thread (),      NavMeshManager,0.000,0.000,0,1
984,1.319,Main Thread (),    Initialization.SynchronizeInputs,0.000,0.000,0,1
984,1.319,Main Thread (),    Semaphore.WaitForSignal,0.000,0.000,0,1
984,1.319,Main Thread (),    updateScene.Invoke,0.000,0.000,0,1
984,1.319,Main Thread (),      TextRendering.CollectGarbage,0.000,0.000,0,1
984,1.319,Main Thread (),    UIEvents.CanvasManagerEmitOffScreenGeometry,0.000,0.000,0,1
984,1.319,Main Thread (),      UGUI.Rendering.EmitWorldScreenspaceCameraGeometry,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.ShaderHandleErrors,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.InputEndFrame,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.UpdateVideo,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.SortingGroupsUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      SortingGroupManager.Update,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.ScriptRunDelayedDynamicFrameRate,0.000,0.000,0,1
984,1.319,Main Thread (),      CoroutinesDelayedCalls,0.000,0.000,0,1
984,1.319,Main Thread (),    PreLateUpdate.DirectorUpdateAnimationEnd,0.000,0.000,0,1
984,1.319,Main Thread (),      Director.ProcessFrame,0.000,0.000,0,1
984,1.319,Main Thread (),      Director.PrepareFrame,0.000,0.000,0,1
984,1.319,Main Thread (),    PreUpdate.Physics2DUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.TilemapRendererEarlyUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.PerformanceAnalyticsUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.PhysicsResetInterpolatedTransformPosition,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.UpdateCanvasRectTransform,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.UpdateMainGameViewRect,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.UpdateTextureStreamingManager,0.000,0.000,0,1
984,1.319,Main Thread (),      TextureStreamingManager.Update,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.UpdateStreamingManager,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.UpdateAsyncInstantiate,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.ResetFrameStatsAfterPresent,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.UnityWebRequestUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.GpuTimestamp,0.000,0.000,0,1
984,1.319,Main Thread (),    RenderTexture.GarbageCollectTemporary,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.ProfilerEndFrame,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.EndGraphicsJobsAfterScriptLateUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),      EndGraphicsJobs,0.000,0.000,0,1
984,1.319,Main Thread (),    PreLateUpdate.PhysicsLateUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),    PreLateUpdate.LegacyAnimationUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),    PreLateUpdate.DirectorUpdateAnimationBegin,0.000,0.000,0,1
984,1.319,Main Thread (),      Director.PrepareFrame,0.000,0.000,0,1
984,1.319,Main Thread (),      Director.ProcessFrame,0.000,0.000,0,1
984,1.319,Main Thread (),    PreUpdate.SendMouseEvents,0.000,0.000,0,1
984,1.319,Main Thread (),      Monobehaviour.OnMouse_,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.SpriteAtlasManagerUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.UpdateInputManager,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.UpdateAsyncReadbackManager,0.000,0.000,0,1
984,1.319,Main Thread (),    Initialization.XREarlyUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),    EndGraphicsJobs,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.XRPreEndFrame,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.ResetInputAxis,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.GUIClearEvents,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.TriggerEndOfFrameCallbacks,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.UpdateCaptureScreenshot,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.BatchModeUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.RenderAs2DUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),    PostLateUpdate.XRPostLateUpdate,0.000,0.000,0,1
984,1.319,Main Thread (),    PreUpdate.CheckTexFieldInput,0.000,0.000,0,1
984,1.319,Main Thread (),    EarlyUpdate.ProcessMouseInWindow,0.000,0.000,0,1
984,1.319,Main Thread (),    Initialization.SynchronizeState,0.000,0.000,0,1
984,1.319,Main Thread (),  Application.FlushRenderStats,0.000,0.000,0,1
984,1.319,Main Thread (),EditorLoop,0.586,0.586,0,4
984,1.319,Main Thread (),Profiler.FlushCounters,0.130,0.000,0,1
984,1.319,Main Thread (),  Profiler.FlushMemoryCounters,0.123,0.123,0,1
984,1.319,Main Thread (),    SpriteAtlas Count,0.000,0.000,0,1
984,1.319,Main Thread (),    Sprite Count,0.000,0.000,0,1
984,1.319,Main Thread (),    Object Count,0.000,0.000,0,1
984,1.319,Main Thread (),    AudioClip Count,0.000,0.000,0,1
984,1.319,Main Thread (),    AudioClip Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    AnimationClip Count,0.000,0.000,0,1
984,1.319,Main Thread (),    AnimationClip Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    Material Count,0.000,0.000,0,1
984,1.319,Main Thread (),    Material Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    Mesh Count,0.000,0.000,0,1
984,1.319,Main Thread (),    Mesh Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    Texture Count,0.000,0.000,0,1
984,1.319,Main Thread (),    Texture Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    Gfx Reserved Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    Gfx Used Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    GC Allocated In Frame,0.000,0.000,0,1
984,1.319,Main Thread (),    GC Allocation In Frame Count,0.000,0.000,0,1
984,1.319,Main Thread (),    Game Object Count,0.000,0.000,0,1
984,1.319,Main Thread (),    Scene Object Count,0.000,0.000,0,1
984,1.319,Main Thread (),    Asset Count,0.000,0.000,0,1
984,1.319,Main Thread (),    Render Textures Bytes,0.000,0.000,0,1
984,1.319,Main Thread (),    Render Textures Count,0.000,0.000,0,1
984,1.319,Main Thread (),    Video Reserved Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    Video Used Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    Audio Reserved Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    Audio Used Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    Profiler Reserved Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    Profiler Used Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    GC Reserved Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    GC Used Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    Total Reserved Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    Total Used Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    App Committed Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    App Resident Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    System Total Used Memory,0.000,0.000,0,1
984,1.319,Main Thread (),    System Used Memory,0.000,0.000,0,1
984,1.319,Main Thread (),  Profiler.CollectLegacyStats,0.004,0.000,0,1
984,1.319,Main Thread (),    Profiler.Collect2DStats,0.002,0.000,0,1
984,1.319,Main Thread (),      Profiler2D.CaptureFrame,0.002,0.002,0,1
984,1.319,Main Thread (),        Profiler.FrameMetadata,0.000,0.000,0,3
984,1.319,Main Thread (),        SpriteAtlases rendered,0.000,0.000,0,1
984,1.319,Main Thread (),        Sprites rendered,0.000,0.000,0,1
984,1.319,Main Thread (),    Profiler.CollectAudioStats,0.001,0.001,0,2
984,1.319,Main Thread (),      AudioProfiler.CaptureFrame,0.000,0.000,0,1
984,1.319,Main Thread (),    Profiler.SerializeStats,0.001,0.001,0,1
984,1.319,Main Thread (),    Profiler.CollectUIToolkitStats,0.000,0.000,0,1
984,1.319,Main Thread (),    Profiler.CollectVideoStats,0.000,0.000,0,1
984,1.319,Main Thread (),    Profiler.CollectGIStats,0.000,0.000,0,1
984,1.319,Main Thread (),    Profiler.CollectUICanvasStats,0.000,0.000,0,1
984,1.319,Main Thread (),  Profiler.FlushCountersWithFlushOnEndOfFrame,0.003,0.003,0,1
984,1.319,Main Thread (),    GPU Frame Time,0.000,0.000,0,1
984,1.319,Main Thread (),    CPU Render Thread Frame Time,0.000,0.000,0,1
984,1.319,Main Thread (),    CPU Main Thread Frame Time,0.000,0.000,0,1
984,1.319,Main Thread (),    CPU Total Frame Time,0.000,0.000,0,1
984,1.319,Main Thread (),    Narrowphase Lost Touches,0.000,0.000,0,1
984,1.319,Main Thread (),    Narrowphase New Touches,0.000,0.000,0,1
984,1.319,Main Thread (),    Narrowphase Touches,0.000,0.000,0,1
984,1.319,Main Thread (),    Broadphase Removes,0.000,0.000,0,1
